51.458 14786.9824299
68.397 12930.7056984
85.336 11409.9841476
102.275 11039.8604789
119.214 9909.08030523
136.153 9389.53225128
153.092 9137.56832123
170.031 8451.3326399
186.97 8075.93589274
203.909 7690.05344872
220.848 7034.47833845
237.787 6544.07654306
254.726 6066.19509404
271.665 5508.66620374
288.604 5078.28107522
305.543 4704.460941
322.482 4348.4653659
339.421 4069.82440775
356.36 3814.89799532
373.299 3573.98404071
390.238 3369.02464154
407.177 3171.12150025
424.116 2983.28710887
441.055 2817.55823152
457.994 2660.85231886
474.933 2515.71448183
491.872 2385.01206606
508.811 2260.63089842
525.75 2142.52522539
542.689 2029.42266246
559.628 1916.93822797
576.567 1806.31435457
593.506 1697.72473183
610.445 1589.91117988
627.384 1484.27366343
644.323 1381.24272749
661.262 1280.44874268
678.201 1182.58500843
695.14 1087.67244154
712.079 995.468193787
729.018 906.561841756
745.957 821.863847258
762.896 742.804792298
779.835 671.057886577
796.774 607.326466637
813.713 551.211945583
830.652 501.805180312
847.591 458.058410039
864.53 419.071099019
881.469 384.182120295
898.408 352.897080357
915.347 324.849358861
932.286 299.712712292
949.225 277.112347367
966.164 256.6450175
983.103 237.934879338
1000.042 220.674713988
1016.981 204.647140346
1033.92 189.71052126
1050.859 175.775441192
1067.798 162.786679864
1084.737 150.701310137
1101.676 139.473294261
1118.615 129.048981663
1135.554 119.36564452
1152.493 110.354339083
1169.432 101.946516994
1186.371 94.0795715642
1203.31 86.7007069252
1220.249 79.7686714672
1237.188 73.2531533352
1254.127 67.1334372159
1271.066 61.3963912377
1288.005 56.0333923971
1304.944 51.0369164858
1321.883 46.3974463544
1338.822 42.1015787254
1355.761 38.1321432921
1372.7 34.4698237221
1389.639 31.0950910821
1406.578 27.9896136469
1423.517 25.1367544887
1440.456 22.5212310868
1457.395 20.1283450458
1474.334 17.9432520383
1491.273 15.9506691755
1508.212 14.1351547125
1525.151 12.481751178
1542.09 10.976662296
1559.029 9.60773399959
1575.968 8.36465554043
1592.907 7.23890487174
1609.846 6.22350432494
1626.785 5.31264594484
1643.724 4.50123058846
1660.663 3.78435942634
1677.602 3.15683857799
1694.541 2.61280375912
1711.48 2.14558984047
1728.419 1.74790816167
1745.358 1.41225975637
1762.297 1.13138722501
1779.236 0.898557143741
1796.175 0.707592924131
1813.114 0.552746653103
1830.053 0.428577492205
1846.992 0.329952002057
1863.931 0.25216563849
1880.87 0.191101354834
1897.809 0.143333884486
1914.748 0.106134100397
1931.687 0.0773815674495
1948.626 0.0554263074218
1965.565 0.0389473556166
1982.504 0.0268429541021
1999.443 0.0181660612496
2016.382 0.0120995861213
2033.321 0.00795493250284
2050.26 0.00517621028297
2067.199 0.00333791279028
2084.138 0.00213171566268
2101.077 0.00134470479001
2118.016 0.000834666246959
2134.955 0.000507822716963
2151.894 0.00030196233794
2168.833 0.000175231314936
2185.772 9.92619758717e-05
2202.711 5.49811663079e-05
2219.65 2.98639093487e-05
2236.589 1.59613803988e-05
2253.528 8.42156480177e-06
2270.467 4.39610840863e-06
2287.406 2.27135937703e-06
2304.345 1.15967035412e-06
2321.284 5.83070515301e-07
2338.223 2.87408034277e-07
2355.162 1.3825909793e-07
2372.101 6.4669477496e-08
2389.04 2.9347055535e-08
2405.979 1.2916273301e-08
2422.918 5.52144772486e-09
2439.857 2.29910671736e-09
2456.796 9.35857070183e-10
2473.735 3.73849596603e-10
2490.674 1.47650786704e-10
2507.613 5.96264080497e-11
2524.552 2.87348660861e-11
2541.491 2.33638785579e-11
2558.43 3.26084012242e-11
2575.369 5.41221770266e-11
2592.308 8.86363901424e-11
2609.247 1.36939830204e-10
2626.186 1.97809625432e-10
2643.125 2.66691021504e-10
2660.064 3.35477401875e-10
2677.003 3.9371507913e-10
2693.942 4.31080739027e-10
2710.881 4.40343635037e-10
2727.82 4.19644078884e-10
2744.759 3.73101240343e-10
2761.698 3.09477080188e-10
2778.637 2.39489507514e-10
2795.576 1.72902268998e-10
2812.515 1.1645847413e-10
2829.454 7.31808921829e-11
2846.393 4.29022930887e-11
2863.332 2.34649434708e-11
2880.271 1.19733236046e-11
2897.21 5.69988547578e-12
2914.149 2.53147556873e-12
2931.088 1.04890837304e-12
2948.027 4.05468915396e-13
2964.966 1.46229090805e-13
2981.905 4.92001237768e-14
